,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
10512,1,2018,16999,3,12000,3,150,62.8,1.0
10350,4,2018,16200,1,31617,3,145,51.4,1.4
6687,5,2018,25775,3,28210,3,145,50.4,2.0
7444,4,2018,22900,3,16000,3,150,42.8,2.0
10351,1,2018,14500,1,50230,3,145,55.4,1.4
3928,12,2018,43490,1,3750,1,145,33.2,3.0
6657,5,2018,21250,2,27427,1,145,67.3,2.0
7478,3,2018,15490,2,15500,3,145,60.1,1.0
276,26,2018,16498,2,34170,3,150,47.1,1.8
6665,10,2018,27175,3,22625,3,145,40.4,2.0
7512,1,2018,17444,2,14500,3,150,54.3,1.4
3721,6,2018,27500,3,30447,1,145,39.8,3.0
153,5,2018,19800,2,20832,3,150,47.1,2.0
6666,12,2018,33075,3,37923,1,145,48.7,3.0
6668,4,2018,18750,2,16001,3,145,52.3,1.4
10633,4,2018,26891,1,22414,3,145,36.7,3.0
3958,10,2018,25000,3,13746,3,145,48.7,1.4
6670,5,2018,31050,3,17671,3,145,36.7,3.0
6758,1,2018,15300,2,13741,3,145,67.3,1.0
6674,9,2018,19760,2,9899,3,145,50.4,1.4
156,4,2018,15600,2,20070,3,145,52.3,1.4
7115,11,2018,40995,3,7968,3,145,34.0,3.0
161,10,2018,19100,1,42209,3,145,42.2,2.0
6669,5,2018,22400,3,22936,3,145,52.3,1.4
113,6,2018,22000,1,29477,1,145,61.4,2.0
9147,5,2018,23990,1,21829,1,145,70.6,2.0
3387,11,2018,33500,1,3000,1,145,38.2,2.0
2165,10,2018,21995,3,43000,1,150,53.3,2.0
9569,12,2018,51450,1,18988,1,145,39.2,4.0
9572,9,2018,19450,2,11794,3,145,53.3,1.0
2182,4,2018,18370,2,30963,1,145,68.9,2.0
9579,7,2018,33950,1,17087,1,150,38.2,3.0
9587,5,2018,22950,1,12195,1,145,67.3,2.0
9592,16,2018,49950,1,23996,3,145,32.1,2.9
2196,3,2018,21499,2,4012,3,150,42.2,1.5
8772,4,2018,17700,2,13811,3,145,52.3,1.4
9536,3,2018,15490,2,12134,1,145,70.6,1.6
8766,3,2018,19100,2,11396,3,145,42.2,1.5
2225,1,2018,14995,2,34000,3,145,55.4,1.4
8760,9,2018,16200,2,30116,3,145,55.4,1.0
9608,9,2018,20450,1,19529,3,145,54.3,1.4
9609,9,2018,24950,1,13145,3,145,52.3,1.4
2237,3,2018,18195,2,19517,3,145,54.3,1.5
9610,9,2018,19950,1,31352,3,145,54.3,1.4
1091,6,2018,28498,3,8602,1,145,50.4,2.0
2258,16,2018,52495,3,12000,3,145,32.1,2.9
2259,6,2018,19495,3,47500,1,145,64.2,2.0
2224,6,2018,19995,2,38000,1,145,61.4,2.0
1083,1,2018,12996,2,18876,3,145,55.4,1.4
2143,5,2018,23995,2,13500,1,145,64.2,2.0
8818,1,2018,14450,2,4552,3,150,55.4,1.4
1212,8,2018,36496,3,10961,1,145,48.7,3.0
2056,4,2018,17498,2,17288,3,145,52.3,1.4
2059,4,2018,27390,3,10223,3,150,36.7,3.0
2060,11,2018,37495,3,19443,3,145,34.0,3.0
1196,12,2018,59996,1,15524,1,145,37.2,4.0
9444,10,2018,21490,2,6359,3,145,51.4,1.4
2064,5,2018,24980,3,10147,1,145,62.8,2.0
8831,3,2018,18500,2,23611,3,145,60.1,1.0
2067,4,2018,19998,2,17204,3,145,51.4,1.4
6554,1,2018,16990,3,14682,3,145,56.5,1.4
2069,4,2018,18298,2,23319,3,145,51.4,1.4
2071,4,2018,17798,3,10730,3,145,51.4,1.4
9476,9,2018,22990,1,9231,3,145,52.3,1.4
8825,4,2018,22300,1,32389,1,150,61.4,2.0
9491,10,2018,23490,2,9000,1,145,60.1,2.0
9507,11,2018,29995,1,14859,3,145,40.9,2.0
9512,9,2018,19995,2,11000,3,145,52.3,1.4
2112,9,2018,19298,2,11349,1,145,47.9,1.6
2113,3,2018,18998,2,12186,3,145,60.1,1.0
9514,11,2018,28995,1,7266,3,145,40.9,2.0
2070,4,2018,18298,2,15529,3,145,50.4,1.4
2271,3,2018,16990,3,19704,3,150,58.9,1.5
8730,4,2018,19000,3,21000,3,145,50.4,1.4
9668,11,2018,25999,1,25531,3,145,40.9,2.0
8603,12,2018,53950,1,26520,1,145,39.2,4.0
2393,9,2018,17290,2,10855,3,145,55.4,1.0
8592,1,2018,14450,1,14655,3,150,64.2,1.0
2403,1,2018,16890,2,8768,3,150,51.4,1.0
8587,9,2018,17000,2,37449,1,145,49.6,1.6
2412,3,2018,17670,2,19517,3,145,54.3,1.5
2416,3,2018,18910,2,11956,3,145,60.1,1.0
8578,6,2018,22750,1,25448,1,145,56.5,2.0
975,3,2018,20888,2,6940,3,145,54.3,1.5
8611,9,2018,19450,2,18254,1,150,61.4,1.6
974,9,2018,18495,2,8539,1,145,64.2,1.6
2447,1,2018,16591,2,9254,3,150,55.4,1.4
2455,3,2018,19340,1,16330,3,145,42.2,1.5
9754,1,2018,15899,2,10749,3,145,55.4,1.4
2463,1,2018,13990,2,22000,1,150,76.4,1.6
2464,5,2018,30990,3,4512,3,150,36.7,3.0
930,3,2018,20488,2,13069,3,145,54.3,1.5
2470,3,2018,20500,1,10010,3,145,56.5,1.5
2477,9,2018,19990,2,4525,1,145,47.9,1.6
927,9,2018,20890,2,11088,3,145,50.4,1.4
973,8,2018,39700,1,7919,1,145,50.4,3.0
2384,10,2018,22000,3,13492,3,145,47.9,1.4
8613,26,2018,22950,2,14755,1,150,60.1,2.0
2383,8,2018,36000,3,11341,1,145,48.7,3.0
1066,13,2018,49991,3,12332,1,150,33.6,3.0
2286,3,2018,22900,3,18972,3,150,47.9,2.0
8717,3,2018,14500,3,22496,1,145,72.4,1.6
2293,9,2018,19995,2,10900,3,145,52.3,1.4
9675,3,2018,14999,1,22739,1,145,72.4,1.6
1048,10,2018,19991,3,20555,3,145,47.9,1.4
2323,6,2018,24480,3,30067,3,150,47.1,1.8
2325,4,2018,16980,2,27954,3,150,53.3,1.4
2326,10,2018,21500,2,20000,3,150,49.6,1.4
2330,5,2018,23015,3,14000,1,150,67.3,2.0
2332,3,2018,26750,3,19602,3,145,43.5,2.0
2338,26,2018,19291,2,9565,3,150,47.1,1.8
2341,9,2018,21990,3,20241,3,145,52.3,1.4
1001,1,2018,15990,3,10247,3,145,56.5,1.4
999,5,2018,19495,3,36715,3,150,35.3,3.0
8669,11,2018,32350,1,13558,1,150,48.7,3.0
8668,3,2018,16950,2,28950,3,145,60.1,1.0
8658,4,2018,20950,2,14544,3,150,48.7,1.4
8630,14,2018,95950,1,5044,3,150,23.0,5.2
8629,12,2018,54950,1,27258,1,150,39.2,4.0
2380,10,2018,24000,3,12000,3,145,48.7,1.4
9401,3,2018,20990,1,18000,3,150,56.5,1.5
2048,4,2018,17990,2,40442,1,145,68.9,2.0
2037,9,2018,17498,2,21941,1,145,64.2,1.6
8851,1,2018,16700,2,17560,3,145,54.3,1.4
1693,4,2018,17298,2,13972,3,145,52.3,1.4
1472,12,2018,48985,3,35800,1,145,39.2,4.0
9060,6,2018,19000,1,15844,3,145,50.4,1.8
1699,4,2018,16498,2,19934,3,145,52.3,1.4
9054,3,2018,20550,1,15044,1,145,52.3,1.6
1705,6,2018,21498,3,32383,1,145,61.4,2.0
1468,6,2018,26995,3,5894,1,145,56.5,2.0
1467,3,2018,15840,2,22710,1,145,68.9,1.6
9235,3,2018,20990,2,23000,1,150,58.9,2.0
1475,11,2018,28450,3,21000,1,145,56.5,2.0
9236,3,2018,18790,2,25000,3,150,60.1,1.0
1728,11,2018,27991,3,24441,1,145,48.7,3.0
1743,4,2018,21498,3,16473,3,145,49.6,1.4
1427,4,2018,15498,2,17047,3,145,53.3,1.4
1764,4,2018,17998,2,25922,3,145,50.4,1.4
1766,4,2018,21798,3,11040,3,145,49.6,1.4
1767,4,2018,20498,3,15987,3,150,50.4,1.4
1422,11,2018,29898,3,13218,3,145,40.4,2.0
1775,5,2018,22795,3,21993,1,145,62.8,2.0
1780,6,2018,27500,3,7825,1,145,50.4,2.0
1720,4,2018,18998,2,20298,3,145,51.4,1.4
9222,9,2018,17599,2,7020,1,150,64.2,1.6
9219,1,2018,12980,2,9807,3,145,67.3,1.0
9217,5,2018,29990,1,9735,1,145,58.9,3.0
9146,9,2018,17690,2,8792,3,145,55.4,1.0
1558,9,2018,21790,3,10200,3,145,52.3,1.4
1560,10,2018,23990,3,23800,3,145,48.7,1.4
1561,6,2018,20750,3,21000,1,145,64.2,2.0
1586,12,2018,44999,1,7650,1,145,32.8,3.0
1589,9,2018,20290,2,18323,3,150,50.4,1.4
1598,11,2018,43888,3,21017,3,145,34.0,3.0
1603,3,2018,25489,3,18478,3,145,43.5,2.0
9159,4,2018,23490,1,11802,1,145,65.7,2.0
1608,6,2018,23489,3,9452,3,145,47.9,1.8
9164,1,2018,14990,2,10436,3,150,55.4,1.4
1610,12,2018,44999,1,16725,1,145,32.8,3.0
1531,10,2018,23650,3,19000,3,145,45.6,1.4
1628,10,2018,19990,2,22465,1,150,56.5,2.0
1631,9,2018,22444,3,18258,3,150,52.3,1.4
9176,4,2018,23990,1,17711,1,145,65.7,2.0
1513,9,2018,20490,3,11489,3,145,52.3,1.4
1508,4,2018,17698,2,23669,3,145,52.3,1.4
1499,4,2018,19222,2,20356,3,150,51.4,1.4
1488,9,2018,18698,3,14974,1,145,68.9,1.6
1666,4,2018,19798,2,13798,3,145,51.4,1.4
1785,11,2018,42500,3,7566,3,145,34.0,3.0
8531,6,2018,21950,1,26265,1,150,61.4,2.0
1378,1,2018,16990,2,8300,3,145,70.6,1.4
1369,4,2018,18450,2,15072,3,145,52.3,1.4
8909,3,2018,19499,1,16897,3,145,56.5,1.5
9358,9,2018,19395,1,9571,3,145,54.3,1.4
1957,6,2018,48950,3,19500,1,145,39.8,3.0
1962,10,2018,19000,2,11450,3,145,51.4,1.4
1265,4,2018,18498,2,14203,3,145,52.3,1.4
1264,3,2018,19998,3,22721,3,145,56.5,1.5
1971,6,2018,23490,3,11551,1,150,61.4,2.0
9372,9,2018,23245,1,7442,3,145,52.3,1.4
1990,10,2018,24477,3,26388,3,150,40.4,2.0
1934,16,2018,54950,3,13896,3,145,32.1,2.9
9376,3,2018,21490,1,27928,3,145,56.5,1.5
9377,5,2018,23990,1,20500,3,145,50.4,2.0
8872,4,2018,17400,2,18000,3,150,52.3,1.4
2006,3,2018,18998,2,9118,3,145,58.9,1.4
2010,3,2018,20977,2,10045,3,145,42.2,1.5
8865,4,2018,16000,2,23541,3,145,51.4,1.4
8862,1,2018,17000,2,10844,3,150,70.6,1.4
8857,3,2018,15000,2,22383,3,150,60.1,1.0
2021,4,2018,19998,2,13268,3,145,51.4,1.4
2023,9,2018,19690,2,12554,3,150,53.3,1.0
1994,1,2018,15290,2,21633,3,150,47.9,1.0
1933,11,2018,37990,3,16022,3,145,34.0,3.0
9357,9,2018,16577,2,18532,3,145,55.4,1.0
1906,1,2018,13495,3,1643,3,145,64.2,1.0
1354,5,2018,25850,1,6541,1,145,65.7,2.0
1341,4,2018,23995,3,19300,1,145,61.4,2.0
1340,4,2018,23950,3,19288,1,145,61.4,2.0
1831,5,2018,24495,1,40929,1,145,58.9,3.0
1832,9,2018,19895,1,13144,3,145,54.3,1.4
1837,6,2018,20995,1,27304,1,145,64.2,2.0
1841,3,2018,18995,2,5864,3,145,47.1,1.0
9302,4,2018,24790,1,26796,3,145,44.8,2.0
1847,26,2018,25495,3,10018,3,145,42.8,2.0
1862,4,2018,22650,3,16249,3,145,50.4,2.0
9323,3,2018,26490,1,17411,3,145,43.5,2.5
8956,9,2018,16235,2,5033,3,145,55.4,1.0
1872,3,2018,28995,3,9087,3,145,43.5,2.0
1875,3,2018,28995,3,9087,3,145,43.5,2.0
8949,1,2018,15000,2,9938,3,145,65.7,1.0
1303,9,2018,18351,2,10581,3,145,52.3,1.4
9347,6,2018,18990,1,60899,1,150,58.9,2.0
1887,10,2018,22495,3,25374,3,145,48.7,1.4
1889,3,2018,18995,2,12350,3,145,54.3,1.5
1287,9,2018,18491,2,16800,3,150,52.3,1.4
8934,9,2018,19000,2,10722,1,145,61.4,1.6
1371,3,2018,20999,1,3954,3,145,56.5,1.5
3394,3,2018,23490,1,14267,1,145,56.5,2.0
8523,26,2018,29350,1,15981,3,150,40.9,2.0
8517,9,2018,17250,2,18887,3,145,52.3,1.4
3129,3,2018,20442,2,10980,3,145,54.3,1.5
10054,11,2018,29750,1,29169,3,150,40.4,2.0
10055,11,2018,31000,1,16780,3,150,40.4,2.0
10056,11,2018,29000,1,20527,3,150,40.4,2.0
10058,10,2018,21000,1,25521,1,145,53.3,2.0
555,10,2018,25995,3,9185,3,145,48.7,1.4
10063,12,2018,65000,1,9923,1,150,37.2,4.0
8066,9,2018,22999,1,12210,3,145,52.3,1.4
3153,9,2018,21332,3,29782,3,145,52.3,1.4
3117,10,2018,18981,2,18280,3,145,51.4,1.4
8062,3,2018,18400,1,16478,3,145,56.5,1.5
3162,12,2018,64842,3,31362,1,145,37.2,4.0
10084,4,2018,19295,1,33632,3,145,50.4,1.4
3169,3,2018,28452,3,19227,3,145,43.5,2.0
10087,4,2018,20000,2,13433,3,145,48.7,1.4
531,3,2018,19995,2,17789,3,145,54.3,1.5
3186,5,2018,22318,3,60130,1,145,62.8,2.0
3188,11,2018,40892,3,19444,3,145,34.0,3.0
10095,12,2018,52495,1,24439,1,145,39.2,4.0
512,11,2018,30995,3,7891,3,145,40.9,2.0
10076,13,2018,50000,1,11000,1,150,33.6,3.0
3207,10,2018,24000,3,9153,3,145,45.6,1.4
562,9,2018,18998,2,8211,1,150,49.6,1.6
576,9,2018,17495,2,23813,3,145,55.4,1.0
10021,11,2018,29000,1,22710,3,150,40.4,2.0
613,11,2018,29995,3,14600,1,145,55.4,2.0
3004,1,2018,14481,2,20280,3,145,67.3,1.0
10027,9,2018,26500,1,17000,3,145,44.1,2.0
3019,26,2018,39076,1,24891,3,145,34.5,2.5
609,11,2018,38900,3,20300,3,145,34.0,3.0
603,11,2018,37500,3,20283,3,150,34.0,3.0
3037,1,2018,16295,2,10340,3,150,55.4,1.4
10031,9,2018,16795,2,24021,3,145,52.3,1.4
574,3,2018,18995,2,13147,1,145,67.3,1.6
8134,11,2018,27549,1,15123,1,145,55.4,2.0
3051,9,2018,16990,2,20313,3,145,47.1,1.0
596,3,2018,21495,2,8545,1,145,53.3,1.6
3055,11,2018,29691,3,23657,3,145,40.4,2.0
8125,3,2018,13999,2,19811,1,145,70.6,1.6
3063,4,2018,17782,2,13166,3,145,52.3,1.4
10038,6,2018,28000,1,15441,1,150,50.4,2.0
3069,3,2018,16991,3,60892,3,145,56.5,1.5
585,15,2018,39995,3,5431,3,145,34.0,2.5
3077,8,2018,35866,3,5538,1,145,50.4,3.0
8132,1,2018,14399,2,6605,3,145,55.4,1.4
511,1,2018,14495,2,20106,3,145,67.3,1.0
510,4,2018,23995,3,13907,3,145,49.6,1.4
3224,4,2018,18499,2,27150,3,145,52.3,1.4
471,3,2018,26990,3,18283,3,145,44.1,2.0
470,3,2018,28995,3,17166,3,145,43.5,2.0
3322,5,2018,25000,1,11617,1,145,68.9,2.0
3323,5,2018,25500,1,11500,1,145,68.9,2.0
469,9,2018,21495,2,27198,3,145,50.4,1.4
468,9,2018,19990,2,16414,3,145,50.4,1.4
3337,12,2018,40755,1,12200,1,145,33.2,3.0
3343,6,2018,30650,1,1000,1,145,50.4,2.0
3344,5,2018,27500,2,1000,1,145,64.2,2.0
3290,10,2018,20001,2,9707,3,145,51.4,1.4
3362,8,2018,39500,1,3000,1,145,50.4,3.0
3368,5,2018,23000,2,7800,1,145,68.9,2.0
7904,1,2018,13500,2,16000,3,150,67.3,1.0
3374,5,2018,26000,1,8000,1,145,67.3,2.0
3375,5,2018,26000,1,7500,3,145,50.4,2.0
7897,6,2018,22000,1,16000,3,150,42.2,2.0
459,26,2018,39995,3,17648,3,145,34.5,2.5
3385,8,2018,39500,1,1000,1,145,50.4,3.0
3386,6,2018,27000,1,3000,1,145,50.4,2.0
7885,4,2018,18750,2,14000,3,145,51.4,1.4
3363,7,2018,39500,1,4000,1,145,38.2,3.0
472,11,2018,27995,3,15076,1,145,56.5,2.0
3286,1,2018,19755,2,26211,3,145,39.2,2.0
3283,9,2018,21755,3,5485,1,145,58.9,2.0
3226,15,2018,34491,1,24090,3,145,34.0,2.5
10129,11,2018,35990,1,10000,3,145,34.0,3.0
10137,12,2018,48000,1,32093,1,150,39.2,4.0
3231,3,2018,18505,2,5208,1,145,67.3,1.6
496,8,2018,40990,3,4440,3,145,37.7,3.0
495,3,2018,18990,2,6321,3,145,50.4,2.0
3237,12,2018,39999,1,16861,1,145,47.9,3.0
10142,6,2018,19900,1,30986,1,150,64.2,2.0
10143,26,2018,19450,2,13000,1,145,62.8,2.0
3240,6,2018,19995,3,20136,1,150,64.2,2.0
10146,24,2018,35950,1,37000,3,145,34.0,3.0
3248,8,2018,33998,3,10249,1,145,50.4,3.0
3252,3,2018,21498,3,10827,3,145,56.5,1.5
3253,5,2018,24698,3,21237,1,150,70.6,2.0
10148,12,2018,42950,1,23000,1,145,32.8,3.0
3258,10,2018,21755,2,10429,3,145,49.6,1.4
3260,4,2018,17505,2,23765,3,145,50.4,1.4
7995,5,2018,22999,1,11744,1,145,61.4,2.0
10151,11,2018,32995,3,4000,3,145,40.4,2.0
10156,1,2018,13995,3,32000,3,150,57.7,1.4
3282,11,2018,27005,3,17640,3,145,40.9,2.0
2966,5,2018,28471,3,29683,3,150,36.7,3.0
8186,9,2018,17931,2,9566,3,145,52.3,1.4
617,7,2018,38995,3,6850,1,145,38.2,3.0
8197,9,2018,20192,2,8668,1,145,64.2,1.6
811,9,2018,18695,2,12300,3,145,52.3,1.4
8401,6,2018,26850,1,17703,1,150,50.4,2.0
800,8,2018,33498,3,13512,1,145,50.4,3.0
787,9,2018,20498,2,10005,3,145,50.4,1.4
786,9,2018,22590,3,6672,1,145,57.7,2.0
8387,7,2018,38880,1,19132,3,150,39.8,3.0
2641,26,2018,21491,2,6000,3,150,47.1,1.8
9870,20,2018,27995,1,24500,3,150,43.5,2.0
750,3,2018,20000,1,6629,3,145,42.2,1.5
828,10,2018,24498,3,11487,3,145,42.2,2.0
749,8,2018,37000,1,10296,1,145,50.4,3.0
2683,11,2018,31962,3,17936,3,145,40.4,2.0
2686,4,2018,20242,3,13219,3,145,50.4,1.4
732,12,2018,55500,1,11719,1,145,39.2,4.0
2693,10,2018,24702,2,6546,1,145,60.1,2.0
726,12,2018,45000,1,6591,1,145,33.2,3.0
725,11,2018,31000,1,6002,1,145,38.2,2.0
724,5,2018,33500,1,9102,1,145,51.4,3.0
723,8,2018,42000,1,9756,3,145,37.7,3.0
9908,1,2018,14500,2,20000,3,150,67.3,1.0
2680,8,2018,37902,1,5022,1,145,40.4,3.0
2599,3,2018,17650,2,6350,3,150,55.4,1.5
831,9,2018,17950,2,8026,3,145,47.1,1.0
2595,1,2018,14998,2,14439,3,150,55.4,1.4
8513,12,2018,60750,1,26885,1,150,37.2,4.0
2498,9,2018,19395,3,28721,3,150,52.3,1.4
901,9,2018,19995,2,9005,3,145,50.4,1.4
9779,9,2018,19699,2,9694,3,145,50.4,1.4
2506,9,2018,17990,2,18111,3,150,52.3,1.4
2507,11,2018,31900,3,11000,3,150,40.4,2.0
2521,4,2018,18995,2,14912,3,145,51.4,1.4
2522,4,2018,20950,3,8022,3,145,50.4,1.4
2529,5,2018,23498,2,11981,1,145,65.7,2.0
2532,5,2018,20310,3,14863,3,145,53.3,1.4
893,3,2018,20688,3,9135,3,145,56.5,1.5
2549,3,2018,19698,3,16354,3,145,56.5,1.5
9826,3,2018,14650,2,8507,1,145,49.6,1.6
8464,9,2018,20680,1,14882,3,145,52.3,1.4
2563,8,2018,34000,3,12285,1,145,50.4,3.0
837,9,2018,22988,3,11347,3,150,52.3,1.4
2581,1,2018,16495,2,18199,3,145,51.4,1.0
2582,8,2018,34495,1,12387,1,145,50.4,3.0
834,4,2018,18288,3,31348,3,150,51.4,1.4
8421,3,2018,18350,2,13953,3,150,54.3,1.5
832,3,2018,18300,2,31500,3,145,55.4,1.5
2718,10,2018,25572,3,17953,3,145,40.4,2.0
2497,1,2018,13995,2,8413,3,150,56.5,1.4
722,6,2018,31700,3,7415,1,145,47.9,2.0
8328,1,2018,17499,1,8506,3,145,55.4,1.4
642,11,2018,42995,1,4286,3,145,34.0,3.0
9991,9,2018,20850,1,4000,3,150,54.3,1.4
9993,17,2018,42000,1,13121,3,145,32.5,2.9
9994,12,2018,38000,1,12219,1,145,47.9,3.0
2887,3,2018,20971,3,22604,3,145,56.5,1.5
2889,3,2018,17971,3,11532,3,145,56.5,1.5
2890,4,2018,18995,3,18696,3,145,50.4,1.4
640,12,2018,60995,1,3893,1,145,39.2,4.0
2898,8,2018,39881,3,6173,1,145,40.4,3.0
643,11,2018,28995,1,22913,1,145,56.5,2.0
2919,4,2018,18992,2,19677,3,145,51.4,1.4
631,11,2018,30995,3,24408,3,145,40.4,2.0
2926,4,2018,23132,3,15475,3,145,50.4,2.0
2929,1,2018,15749,3,31846,3,150,56.5,1.4
2933,10,2018,23252,3,18865,3,145,47.9,1.4
622,11,2018,34995,1,8250,1,145,38.2,2.0
621,3,2018,19995,2,12795,3,145,47.1,1.0
10015,6,2018,25000,1,19000,1,145,61.4,2.0
619,7,2018,35995,3,13082,3,145,39.8,3.0
10017,12,2018,40000,1,30600,1,150,33.2,3.0
635,3,2018,22995,1,17252,3,145,56.5,1.5
2840,4,2018,31500,3,16600,3,145,38.7,3.0
2839,4,2018,18500,2,15091,3,145,52.3,1.4
9967,9,2018,24500,1,17540,3,145,44.8,2.0
9913,1,2018,15890,1,17406,3,145,56.5,1.4
2725,16,2018,52422,3,23249,3,145,32.1,2.9
713,6,2018,37995,2,30,1,145,39.2,3.0
2736,10,2018,23690,3,29933,3,145,40.4,2.0
2738,12,2018,63912,1,22393,1,145,37.2,4.0
2749,1,2018,11872,2,35742,1,145,76.4,1.6
2754,6,2018,22995,3,15866,1,145,61.4,2.0
2757,3,2018,19261,2,30930,3,150,54.3,1.5
706,3,2018,16995,3,30547,1,145,70.6,1.6
703,1,2018,12500,2,18120,3,145,57.7,1.4
2765,10,2018,22941,3,6000,1,145,53.3,2.0
700,3,2018,15590,2,19686,1,145,68.9,1.6
2771,4,2018,17990,2,14893,3,145,50.4,1.4
2773,12,2018,61900,3,19227,1,145,37.2,4.0
2774,8,2018,38750,3,11000,1,145,48.7,3.0
2775,4,2018,18688,3,43525,3,145,50.4,2.0
2812,13,2018,56990,3,18782,1,145,32.8,3.0
2815,5,2018,29990,3,7479,3,145,36.7,3.0
2818,5,2018,20391,3,17929,1,145,70.6,2.0
661,4,2018,28995,3,11047,1,145,56.5,2.0
2826,11,2018,37995,3,23500,3,145,34.0,3.0
719,10,2018,27995,1,11403,3,145,38.2,1.5
4298,4,2018,17495,3,9296,3,150,53.3,1.4
5333,11,2018,26490,3,23100,1,145,56.5,2.0
5350,3,2018,25472,3,21825,3,145,43.5,2.0
6211,7,2018,34950,3,10500,1,150,38.2,3.0
6212,8,2018,36950,3,2146,1,150,50.4,3.0
5527,4,2018,24900,3,40184,1,150,60.1,2.0
4427,16,2018,49990,3,33827,3,145,32.1,2.9
4738,8,2018,36990,1,5289,1,145,50.4,3.0
5526,9,2018,22800,3,7899,3,150,52.3,1.4
6183,1,2018,16970,2,9515,3,145,55.4,1.4
6358,11,2018,29850,3,26974,3,145,40.4,2.0
5352,5,2018,24451,3,16393,3,145,50.4,2.0
4695,11,2018,27841,3,38500,1,145,55.4,2.0
6234,4,2018,23450,3,10767,3,145,42.8,2.0
5249,12,2018,52990,1,15887,1,145,39.2,4.0
5030,12,2018,47990,3,10050,1,145,32.8,3.0
6470,12,2018,62790,3,25062,1,150,37.2,4.0
5018,11,2018,43990,3,17000,3,145,34.0,3.0
4334,12,2018,53850,3,15426,1,145,32.1,3.0
4723,9,2018,22990,2,8057,3,150,49.6,1.4
5131,11,2018,39995,3,25889,3,145,34.0,3.0
5061,10,2018,21490,2,22900,3,145,49.6,1.4
4429,13,2018,62990,3,16900,1,145,32.8,3.0
5501,1,2018,14900,2,14992,3,150,55.4,1.4
6308,4,2018,20495,2,30008,3,145,48.7,1.4
4485,4,2018,24990,3,16669,1,145,61.4,2.0
4512,3,2018,22490,2,13732,3,145,54.3,1.5
4336,12,2018,49850,3,25800,1,145,39.2,4.0
5241,3,2018,18491,3,22305,3,145,56.5,1.5
4326,6,2018,19995,3,28850,1,145,64.2,2.0
5758,11,2018,33450,3,10443,3,145,40.4,2.0
6030,11,2018,33445,3,8301,3,145,40.4,2.0
5035,10,2018,24990,3,10981,3,145,45.6,1.4
6381,4,2018,19495,3,15061,3,145,51.4,1.4
4992,13,2018,59000,3,11691,1,145,32.8,3.0
6177,11,2018,28970,3,21357,1,150,55.4,2.0
6493,4,2018,28950,3,11986,3,145,36.7,3.0
5931,10,2018,23495,3,11831,3,145,47.9,1.4
5455,11,2018,27777,3,13199,1,145,55.4,2.0
6294,8,2018,37900,3,6098,1,145,50.4,3.0
4318,3,2018,20995,2,25955,1,145,51.4,1.6
6295,3,2018,19900,3,9058,1,145,62.8,2.0
5634,11,2018,26995,3,12447,1,145,56.5,2.0
5934,11,2018,27900,3,17289,1,150,55.4,2.0
6363,11,2018,26945,3,21248,1,145,55.4,2.0
5237,3,2018,20960,3,15414,3,145,56.5,1.5
5271,9,2018,22490,3,18873,3,145,52.3,1.4
5820,9,2018,18990,2,8100,3,150,52.3,1.4
5004,9,2018,22990,3,31615,3,145,51.4,1.4
6079,12,2018,37450,3,26890,1,145,47.9,3.0
5359,3,2018,18640,1,13710,3,145,42.2,1.5
4325,4,2018,28995,3,23930,3,145,38.7,3.0
5638,11,2018,25990,3,22224,1,145,56.5,2.0
4891,8,2018,35000,3,17951,1,145,50.4,3.0
4849,5,2018,26490,3,4600,3,145,50.4,2.0
5515,10,2018,18900,2,8560,3,145,51.4,1.4
6043,4,2018,20945,3,8684,3,145,50.4,1.4
4350,1,2018,12495,2,37074,1,145,76.4,1.6
5434,8,2018,38572,1,2249,1,145,40.4,3.0
5668,3,2018,20799,3,10413,1,145,62.8,2.0
4744,13,2018,51250,3,1964,1,145,33.6,3.0
5436,3,2018,27292,3,9101,3,145,44.1,2.0
4352,4,2018,27995,1,13711,3,145,36.7,3.0
4498,9,2018,20990,3,8650,3,145,54.3,1.4
5103,10,2018,25050,3,10000,3,145,48.7,1.4
6180,10,2018,22470,2,19097,3,145,49.6,1.4
5439,11,2018,24582,3,62349,3,145,40.9,2.0
4748,8,2018,38990,1,2490,3,145,37.7,3.0
5987,1,2018,15490,2,6500,3,145,55.4,1.4
5441,11,2018,27942,1,18049,3,145,40.9,2.0
4619,4,2018,20171,3,14860,3,145,50.4,1.4
5332,4,2018,18995,2,8220,3,145,50.4,1.4
4618,8,2018,36441,3,22688,1,145,50.4,3.0
4611,11,2018,28884,3,16897,1,145,54.3,2.0
5111,1,2018,18990,3,28660,3,145,70.6,1.4
5984,12,2018,45950,3,18000,1,145,32.8,3.0
4436,5,2018,33990,1,13453,3,145,36.7,3.0
4613,4,2018,18350,2,24282,1,145,70.6,2.0
5106,10,2018,24990,3,10981,3,145,45.6,1.4
5445,1,2018,16012,3,28284,3,145,56.5,1.4
4781,3,2018,21990,2,18503,3,145,54.3,1.5
6465,17,2018,47895,3,9641,3,145,32.5,2.9
4500,4,2018,20990,2,13894,3,145,50.4,1.4
4348,4,2018,27995,3,17656,3,150,36.7,3.0
6169,8,2018,37970,3,7500,1,145,50.4,3.0
6046,5,2018,27995,3,10312,1,150,51.4,3.0
4716,3,2018,20490,2,15000,3,150,55.4,1.5
